MacBook-Pro-de-Josep:fso_pract3 Josep$ ps aux
USER              PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
root               42   0,0  0,2  2507496  17224   ??  Ss   15sep15   1:28.37 /usr/libexec/kextd
root               40   0,0  0,1  2503832   9596   ??  Ss   15sep15   0:59.98 /usr/libexec/UserEventAgent (System)
Josep             269   0,0  0,1  2517760   5652   ??  S    15sep15   0:08.03 /System/Library/PrivateFrameworks/GameCenterFoundat
Josep           17035   0,0  2,4  2803288 205132   ??  S     4:01PM   0:11.55 /Applications/Sublime Text 2.app/Contents/MacOS/Sub
Josep           17030   0,0  0,0  2461020   1388 s000  S     3:59PM   0:00.03 -bash
root            17029   0,0  0,0  2469496   2904 s000  Us    3:59PM   0:00.20 login -pf Josep
Josep           17025   0,0  0,2  2546432  13780   ??  S     3:58PM   0:00.13 /System/Library/Image Capture/Support/Image Capture
Josep           17023   0,0  0,0  2469944   2532   ??  Us    3:58PM   0:00.01 /Applications/Preview.app/Contents/XPCServices/com.
Josep           17021   0,0  0,3  2499388  24784   ??  S     3:58PM   0:00.20 /System/Library/Frameworks/OpenGL.framework/Version
Josep           17019   0,0  1,8  3931052 147728   ??  S     3:58PM   0:09.40 /Applications/Preview.app/Contents/MacOS/Preview -p
Josep           17010   0,0  0,1  2492840   5564   ??  S     3:58PM   0:00.02 /System/Library/PrivateFrameworks/HelpData.framewor
Josep           17002   0,0  0,5  3309672  45856   ??  S     3:56PM   0:00.50 /Applications/Opera.app/Contents/Versions/28.0.1750
Josep           16998   0,0  0,4  3236772  37388   ??  S     3:56PM   0:00.47 /Applications/Opera.app/Contents/Versions/28.0.1750
Josep           16996   0,0  1,7  2826796 145332   ??  S     3:56PM   0:05.69 /Applications/Opera.app/Contents/Versions/28.0.1750
Josep           16994   0,0  1,2  3674316 102784   ??  S     3:56PM   0:19.67 /Applications/Opera.app/Contents/MacOS/Opera
Josep           16988   0,0  0,1  2474108   9336   ??  S     3:50PM   0:00.04 /System/Library/Frameworks/CoreServices.framework/F
MacBook-Pro-de-Josep:fso_pract3 Josep$ 
